No.,Time,Source,Destination,Protocol,Length,Info
315,8.347703,10.213.236.199,10.12.202.113,TCP,1514,50300  >  443 [ACK] Seq=6939 Ack=6442 Win=65535 Len=1460 [TCP PDU reassembled in 320]
316,8.347704,10.213.236.199,10.12.202.113,TCP,1514,50300  >  443 [ACK] Seq=8399 Ack=6442 Win=65535 Len=1460 [TCP PDU reassembled in 320]
317,8.347706,10.213.236.199,10.12.202.113,TCP,1514,50300  >  443 [ACK] Seq=9859 Ack=6442 Win=65535 Len=1460 [TCP PDU reassembled in 320]
318,8.347707,10.213.236.199,10.12.202.113,TCP,1514,50300  >  443 [ACK] Seq=11319 Ack=6442 Win=65535 Len=1460 [TCP PDU reassembled in 320]
319,8.347708,10.213.236.199,10.12.202.113,TCP,1514,50300  >  443 [ACK] Seq=12779 Ack=6442 Win=65535 Len=1460 [TCP PDU reassembled in 320]
320,8.347709,10.213.236.199,10.12.202.113,TLSv1.2,494,Application Data
325,8.349466,10.12.202.113,10.213.236.199,TCP,54,443  >  50300 [ACK] Seq=6442 Ack=1099 Win=16616 Len=0
326,8.350763,10.12.202.113,10.213.236.199,TCP,54,443  >  50300 [ACK] Seq=6442 Ack=2559 Win=18980 Len=0
327,8.350768,10.12.202.113,10.213.236.199,TCP,54,443  >  50300 [ACK] Seq=6442 Ack=4019 Win=21900 Len=0
328,8.3508,10.12.202.113,10.213.236.199,TCP,54,443  >  50300 [ACK] Seq=6442 Ack=5479 Win=24820 Len=0
329,8.352791,10.12.202.113,10.213.236.199,TCP,54,443  >  50300 [ACK] Seq=6442 Ack=6939 Win=27740 Len=0
330,8.352792,10.12.202.113,10.213.236.199,TCP,54,443  >  50300 [ACK] Seq=6442 Ack=11319 Win=36500 Len=0
332,8.352794,10.12.202.113,10.213.236.199,TCP,54,443  >  50300 [ACK] Seq=6442 Ack=12779 Win=39420 Len=0
333,8.352794,10.12.202.113,10.213.236.199,TCP,54,443  >  50300 [ACK] Seq=6442 Ack=14679 Win=42340 Len=0
334,8.352795,10.12.202.113,10.213.236.199,TCP,54,443  >  50300 [ACK] Seq=6442 Ack=8399 Win=30660 Len=0
335,8.352795,10.12.202.113,10.213.236.199,TCP,54,443  >  50300 [ACK] Seq=6442 Ack=9859 Win=33580 Len=0
344,8.601188,10.12.202.113,10.213.236.199,TCP,1514,"443  >  50300 [PSH, ACK] Seq=6442 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 358]"
345,8.601191,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=7902 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 358]
346,8.601192,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=9362 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 358]
347,8.601193,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=10822 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 358]
348,8.601385,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=12282 Win=65535 Len=0
349,8.604915,10.12.202.113,10.213.236.199,TCP,1514,"443  >  50300 [PSH, ACK] Seq=12282 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 358]"
350,8.604917,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=13742 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 358]
351,8.604918,10.12.202.113,10.213.236.199,TCP,1514,"443  >  50300 [PSH, ACK] Seq=15202 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 358]"
352,8.605053,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=16662 Win=65535 Len=0
353,8.605298,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=16662 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 358]
354,8.6053,10.12.202.113,10.213.236.199,TCP,1514,"443  >  50300 [PSH, ACK] Seq=18122 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 358]"
355,8.605523,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=19582 Win=65535 Len=0
356,8.607582,10.12.202.113,10.213.236.199,TCP,1514,"443  >  50300 [PSH, ACK] Seq=19582 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 358]"
357,8.607584,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=21042 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 358]
358,8.607585,10.12.202.113,10.213.236.199,TLSv1.2,1514,Application Data
359,8.607753,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=23962 Win=65535 Len=0
360,8.608935,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=23962 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 379]
361,8.608937,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=25422 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 379]
362,8.609045,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=26882 Win=65535 Len=0
363,8.6103,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=26882 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 379]
364,8.610302,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=28342 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 379]
365,8.610303,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=29802 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 379]
366,8.610389,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=31262 Win=65535 Len=0
367,8.611942,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=31262 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 379]
368,8.611944,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=32722 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 379]
369,8.612045,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=34182 Win=65535 Len=0
370,8.613125,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=34182 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 379]
371,8.613127,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=35642 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 379]
372,8.613128,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=37102 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 379]
373,8.613234,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=38562 Win=65535 Len=0
379,8.614582,10.12.202.113,10.213.236.199,TLSv1.2,1514,Application Data
380,8.614584,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=40022 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 396]
382,8.614755,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=41482 Win=65535 Len=0
383,8.615917,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=41482 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 396]
384,8.615919,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=42942 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 396]
385,8.615921,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=44402 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 396]
386,8.616023,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=45862 Win=65535 Len=0
387,8.617246,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=45862 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 396]
388,8.617247,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=47322 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 396]
389,8.617356,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=48782 Win=65535 Len=0
390,8.618494,10.12.202.113,10.213.236.199,TCP,1514,"443  >  50300 [PSH, ACK] Seq=48782 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 396]"
391,8.618575,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=50242 Win=65535 Len=0
392,8.670343,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=50242 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 396]
393,8.670346,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=51702 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 396]
394,8.670347,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=53162 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 396]
395,8.670527,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=54622 Win=65535 Len=0
396,8.670548,10.12.202.113,10.213.236.199,TLSv1.2,1514,Application Data
397,8.670549,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=56082 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 414]
398,8.670743,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=57542 Win=65535 Len=0
400,8.673161,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=60462 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 414]
401,8.673162,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=61922 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 414]
403,8.674284,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=63382 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 414]
405,8.674587,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=64842 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 414]
407,8.675937,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=66302 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 414]
409,8.676733,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=67762 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 414]
412,8.677533,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=69222 Win=65535 Len=0
413,8.680103,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=69222 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 414]
414,8.680105,10.12.202.113,10.213.236.199,TLSv1.2,1514,Application Data
415,8.680106,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=72142 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 430]
416,8.680107,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=73602 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 430]
417,8.680251,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=75062 Win=65535 Len=0
418,8.682794,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=75062 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 430]
419,8.682795,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=76522 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 430]
420,8.682797,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=77982 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 430]
421,8.683044,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=79442 Win=65535 Len=0
422,8.685628,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=79442 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 430]
423,8.685629,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=80902 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 430]
424,8.685631,10.12.202.113,10.213.236.199,TCP,1514,"443  >  50300 [PSH, ACK] Seq=82362 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 430]"
425,8.685711,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=83822 Win=65535 Len=0
426,8.688325,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=83822 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 430]
427,8.688327,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=85282 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 430]
428,8.688328,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=86742 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 430]
429,8.688453,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=88202 Win=65535 Len=0
430,8.689052,10.12.202.113,10.213.236.199,TLSv1.2,1514,Application Data
431,8.69028,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=89662 Win=65535 Len=0
432,8.690736,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=89662 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 453]
433,8.690738,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=91122 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 453]
434,8.69074,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=92582 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 453]
435,8.69126,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=94042 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 453]
436,8.691328,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=94042 Win=65535 Len=0
437,8.691448,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=95502 Win=65535 Len=0
438,8.692564,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=95502 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 453]
439,8.692734,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=96962 Win=65535 Len=0
440,8.693443,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=96962 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 453]
441,8.693589,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=98422 Win=65535 Len=0
442,8.693791,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=98422 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 453]
443,8.693793,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=99882 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 453]
444,8.693896,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=101342 Win=65535 Len=0
445,8.694049,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=101342 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 453]
446,8.694257,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=102802 Win=65535 Len=0
447,8.694613,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=102802 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 453]
448,8.694703,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=104262 Win=65535 Len=0
453,8.695819,10.12.202.113,10.213.236.199,TLSv1.2,1514,Application Data
454,8.695953,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=105722 Win=65535 Len=0
457,8.697003,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=105722 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 478]
458,8.697005,10.12.202.113,10.213.236.199,TCP,1514,"443  >  50300 [PSH, ACK] Seq=107182 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 478]"
459,8.697116,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=108642 Win=65535 Len=0
460,8.741425,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=108642 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 478]
461,8.741427,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=110102 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 478]
462,8.741429,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=111562 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 478]
463,8.741695,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=113022 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 478]
464,8.741697,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=114482 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 478]
465,8.74175,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=113022 Win=65535 Len=0
466,8.741995,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=115942 Win=65535 Len=0
468,8.744103,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=118862 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 478]
469,8.744105,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=120322 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 478]
471,8.745441,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=121782 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 488]
472,8.745443,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=123242 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 488]
474,8.747188,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=124702 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 488]
476,8.748008,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=126162 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 488]
479,8.749829,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=127622 Win=65535 Len=0
480,8.752552,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=127622 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 488]
481,8.752555,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=129082 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 488]
482,8.752556,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=130542 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 488]
483,8.752713,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=132002 Win=65535 Len=0
484,8.755161,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=132002 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 488]
485,8.755163,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=133462 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 488]
486,8.755165,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=134922 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 488]
487,8.755298,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=136382 Win=65535 Len=0
488,8.757922,10.12.202.113,10.213.236.199,TLSv1.2,1514,Application Data
489,8.757925,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=137842 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 504]
490,8.757926,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=139302 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 504]
491,8.758088,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=140762 Win=65535 Len=0
492,8.761232,10.12.202.113,10.213.236.199,TCP,1514,"443  >  50300 [PSH, ACK] Seq=140762 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 504]"
493,8.761234,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=142222 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 504]
494,8.761236,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=143682 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 504]
495,8.761237,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=145142 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 504]
496,8.761368,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=146602 Win=65535 Len=0
497,8.764216,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=146602 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 504]
498,8.764218,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=148062 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 504]
499,8.76422,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=149522 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 504]
500,8.764349,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=150982 Win=65535 Len=0
501,8.764719,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=150982 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 504]
502,8.764721,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=152442 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 504]
503,8.76483,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=153902 Win=65535 Len=0
504,8.766431,10.12.202.113,10.213.236.199,TLSv1.2,1514,Application Data
505,8.766596,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=155362 Win=65535 Len=0
506,8.766823,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=155362 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 521]
507,8.766825,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=156822 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 521]
508,8.767293,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=158282 Win=65535 Len=0
509,8.768261,10.12.202.113,10.213.236.199,TCP,1514,443  >  50300 [ACK] Seq=158282 Ack=14679 Win=42340 Len=1460 [TCP PDU reassembled in 521]
510,8.768496,10.213.236.199,10.12.202.113,TCP,54,50300  >  443 [ACK] Seq=14679 Ack=159742 Win=65535 Len=0
