No.,Time,Source,Destination,Protocol,Length,Info
13125,454.798127,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13126,454.798136,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13127,454.809151,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13128,454.809155,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13138,455.022015,10.240.103.183,10.136.167.35,TCP,68,54647  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3761165054 TSecr=0 SACK_PERM
13140,455.060185,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13141,455.060189,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13148,455.309529,10.240.103.183,10.179.187.50,QUIC,1382,"Initial, DCID=3e2dc5c45fc91978, SCID=bae535fce7a495b5, PKN: 0, CRYPTO, PADDING"
13155,455.568939,10.240.103.183,10.237.215.137,QUIC,1382,"Initial, DCID=ceff378290a0a1cb, SCID=583a44f742a124f1, PKN: 0, CRYPTO, PADDING"
13156,455.619223,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13157,455.619228,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13161,455.825889,10.240.103.183,10.33.3.182,QUIC,1382,"Initial, DCID=329c18252a9a3a9f, SCID=6b22d29ebf6207ec, PKN: 0, CRYPTO, PADDING"
13162,455.829101,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13163,455.829105,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13186,456.08542,10.240.103.183,10.225.11.199,QUIC,1382,"Initial, DCID=c45a702a1b2b6486, SCID=faebe38f6ad1d5ad, PKN: 0, CRYPTO, PADDING"
13187,456.12818,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13188,456.128184,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13191,456.31281,10.240.103.183,10.179.187.50,QUIC,1382,"Initial, DCID=3e2dc5c45fc91978, SCID=bae535fce7a495b5, PKN: 1, CRYPTO, PADDING"
13192,456.342182,10.240.103.183,10.164.2.89,QUIC,1382,"Initial, DCID=f86c6e8b57165969, SCID=871f1f59a47e4e73, PKN: 0, CRYPTO, PADDING"
13193,456.352083,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13194,456.352086,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13199,456.383104,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13200,456.383106,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13201,456.502089,10.240.103.183,10.203.44.63,QUIC,1382,"Initial, DCID=280d5849c72e5bbc, SCID=b21afdcb0d4cd1d4, PKN: 2, CRYPTO, PADDING"
13202,456.572197,10.240.103.183,10.237.215.137,QUIC,1382,"Initial, DCID=ceff378290a0a1cb, SCID=583a44f742a124f1, PKN: 1, CRYPTO, PADDING"
13204,456.601033,10.240.103.183,10.224.192.121,QUIC,1382,"Initial, DCID=799514f7687d95fd, SCID=30c3f891d693d99c, PKN: 0, CRYPTO, PADDING"
13205,456.608132,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13206,456.608137,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13211,456.829139,10.240.103.183,10.33.3.182,QUIC,1382,"Initial, DCID=329c18252a9a3a9f, SCID=6b22d29ebf6207ec, PKN: 1, CRYPTO, PADDING"
13219,456.86037,10.240.103.183,10.130.2.228,QUIC,1382,"Initial, DCID=28843147531493f8, SCID=f96ec62fe571f84e, PKN: 0, CRYPTO, PADDING"
13221,456.876136,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13222,456.87614,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13223,456.901071,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13224,456.901075,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13226,457.088677,10.240.103.183,10.225.11.199,QUIC,1382,"Initial, DCID=c45a702a1b2b6486, SCID=faebe38f6ad1d5ad, PKN: 1, CRYPTO, PADDING"
13227,457.136064,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13228,457.136068,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13231,457.342064,10.240.103.183,10.164.2.89,QUIC,1382,"Initial, DCID=f86c6e8b57165969, SCID=871f1f59a47e4e73, PKN: 1, CRYPTO, PADDING"
13236,457.380171,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13237,457.380176,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13253,457.60426,10.240.103.183,10.224.192.121,QUIC,1382,"Initial, DCID=799514f7687d95fd, SCID=30c3f891d693d99c, PKN: 1, CRYPTO, PADDING"
13255,457.650112,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13256,457.650115,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13260,457.86196,10.240.103.183,10.130.2.228,QUIC,1382,"Initial, DCID=28843147531493f8, SCID=f96ec62fe571f84e, PKN: 1, CRYPTO, PADDING"
13268,458.311982,10.240.103.183,10.179.187.50,QUIC,1382,"Initial, DCID=3e2dc5c45fc91978, SCID=bae535fce7a495b5, PKN: 2, CRYPTO, PADDING"
13273,458.36714,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13274,458.367142,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13275,458.57447,10.240.103.183,10.237.215.137,QUIC,1382,"Initial, DCID=ceff378290a0a1cb, SCID=583a44f742a124f1, PKN: 2, CRYPTO, PADDING"
13277,458.827087,10.240.103.183,10.33.3.182,QUIC,1382,"Initial, DCID=329c18252a9a3a9f, SCID=6b22d29ebf6207ec, PKN: 2, CRYPTO, PADDING"
13280,458.867081,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13281,458.867085,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13301,458.998256,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13302,458.998259,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13303,459.088899,10.240.103.183,10.225.11.199,QUIC,1382,"Initial, DCID=c45a702a1b2b6486, SCID=faebe38f6ad1d5ad, PKN: 2, CRYPTO, PADDING"
13305,459.089378,10.240.103.183,10.16.115.208,DNS,68,Standard query 0x188e AAAA mask.apple-dns.net
13306,459.089842,10.240.103.183,10.16.115.208,DNS,68,Standard query 0x4eeb A mask.apple-dns.net
13307,459.131044,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13308,459.131048,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13309,459.131048,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13310,459.131049,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13311,459.13105,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13312,459.342524,10.240.103.183,10.164.2.89,QUIC,1382,"Initial, DCID=f86c6e8b57165969, SCID=871f1f59a47e4e73, PKN: 2, CRYPTO, PADDING"
13313,459.342868,10.240.103.183,10.16.115.208,DNS,68,Standard query 0x6ebe HTTPS mask-h2.icloud.com
13314,459.343177,10.240.103.183,10.16.115.208,DNS,68,Standard query 0x4295 AAAA mask-h2.icloud.com
13315,459.343452,10.240.103.183,10.16.115.208,DNS,68,Standard query 0x50ac A mask-h2.icloud.com
13320,459.60557,10.240.103.183,10.224.192.121,QUIC,1382,"Initial, DCID=799514f7687d95fd, SCID=30c3f891d693d99c, PKN: 2, CRYPTO, PADDING"
13321,459.65916,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13322,459.659163,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13323,459.864127,10.240.103.183,10.130.2.228,QUIC,1382,"Initial, DCID=28843147531493f8, SCID=f96ec62fe571f84e, PKN: 2, CRYPTO, PADDING"
13330,459.896943,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13331,459.896946,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13351,460.49851,10.240.103.183,10.203.44.63,QUIC,1382,"Initial, DCID=280d5849c72e5bbc, SCID=b21afdcb0d4cd1d4, PKN: 3, CRYPTO, PADDING"
13352,460.549103,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13353,460.549106,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13363,461.106006,10.240.103.183,10.16.115.208,DNS,68,Standard query 0x188e AAAA mask.apple-dns.net
13364,461.106204,10.240.103.183,10.16.115.208,DNS,68,Standard query 0x4eeb A mask.apple-dns.net
13365,461.135133,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13366,461.135136,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13367,461.145042,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13368,461.145044,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13374,461.441757,10.240.103.183,10.16.115.208,DNS,68,Standard query 0x6ebe HTTPS mask-h2.icloud.com
13375,461.441924,10.240.103.183,10.16.115.208,DNS,68,Standard query 0x4295 AAAA mask-h2.icloud.com
13376,461.442041,10.240.103.183,10.16.115.208,DNS,68,Standard query 0x50ac A mask-h2.icloud.com
13391,461.47724,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13392,461.477242,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13393,461.479009,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13394,461.479011,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13395,461.488187,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13396,461.488188,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13406,462.312144,10.240.103.183,10.179.187.50,QUIC,1382,"Initial, DCID=3e2dc5c45fc91978, SCID=bae535fce7a495b5, PKN: 3, CRYPTO, PADDING"
13407,462.368019,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13408,462.368022,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13427,462.574697,10.240.103.183,10.237.215.137,QUIC,1382,"Initial, DCID=ceff378290a0a1cb, SCID=583a44f742a124f1, PKN: 3, CRYPTO, PADDING"
13428,462.624027,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13429,462.62403,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13430,462.827307,10.240.103.183,10.33.3.182,QUIC,1382,"Initial, DCID=329c18252a9a3a9f, SCID=6b22d29ebf6207ec, PKN: 3, CRYPTO, PADDING"
13431,462.868218,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13432,462.86822,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13439,463.088906,10.240.103.183,10.225.11.199,QUIC,1382,"Initial, DCID=c45a702a1b2b6486, SCID=faebe38f6ad1d5ad, PKN: 3, CRYPTO, PADDING"
13440,463.12688,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13441,463.126882,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13442,463.339595,10.240.103.183,10.164.2.89,QUIC,1382,"Initial, DCID=f86c6e8b57165969, SCID=871f1f59a47e4e73, PKN: 3, CRYPTO, PADDING"
13447,463.385079,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13448,463.385081,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13497,465.115298,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x188e AAAA mask.apple-dns.net
13498,465.11554,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x4eeb A mask.apple-dns.net
13499,465.153055,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13500,465.153058,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13501,465.164005,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13502,465.164007,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13507,465.640338,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x6ebe HTTPS mask-h2.icloud.com
13508,465.640542,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x4295 AAAA mask-h2.icloud.com
13509,465.640629,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x50ac A mask-h2.icloud.com
13510,465.706982,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13511,465.706984,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13512,465.706985,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13513,465.706985,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13544,467.208504,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x188e AAAA mask.apple-dns.net
13545,467.208743,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x4eeb A mask.apple-dns.net
13546,467.278106,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13547,467.278109,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13548,467.282982,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13549,467.282984,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13554,467.647919,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x6ebe HTTPS mask-h2.icloud.com
13555,467.648142,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x4295 AAAA mask-h2.icloud.com
13556,467.648298,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x50ac A mask-h2.icloud.com
13557,467.697048,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13558,467.69705,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13559,467.707988,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13560,467.70799,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13561,467.707991,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13564,467.889002,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13565,467.889004,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13663,471.646167,10.240.103.183,10.48.149.76,DNS,81,Standard query 0x1cc6 AAAA p48-imap.mail.me.com.akadns.net
13664,471.64634,10.240.103.183,10.48.149.76,DNS,81,Standard query 0xe859 A p48-imap.mail.me.com.akadns.net
13717,473.351707,10.240.103.183,10.48.149.76,DNS,68,Standard query 0xe1ab HTTPS gateway.icloud.com
13718,473.351893,10.240.103.183,10.48.149.76,DNS,68,Standard query 0xf122 AAAA gateway.icloud.com
13719,473.352115,10.240.103.183,10.48.149.76,DNS,68,Standard query 0xf7b2 A gateway.icloud.com
13725,473.896022,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13726,473.896025,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13733,474.105744,10.240.103.183,10.48.149.76,DNS,68,Standard query 0xd9ea AAAA mask.apple-dns.net
13734,474.106086,10.240.103.183,10.48.149.76,DNS,68,Standard query 0xadcc A mask.apple-dns.net
13737,474.180914,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13738,474.180917,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13739,474.180918,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13740,474.180919,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13749,474.247732,10.240.103.183,10.48.149.76,DNS,68,Standard query 0xe489 HTTPS mask-h2.icloud.com
13750,474.248207,10.240.103.183,10.48.149.76,DNS,68,Standard query 0xd417 AAAA mask-h2.icloud.com
13751,474.248534,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x29f5 A mask-h2.icloud.com
13752,474.277941,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13753,474.277944,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13754,474.288953,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13755,474.288956,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13756,474.288957,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13757,474.288958,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13760,474.415949,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13761,474.415953,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13767,474.629008,10.240.103.183,10.203.44.63,QUIC,1382,"Initial, DCID=444c4746127f591c, SCID=2fd990fbe0f7a61f, PKN: 0, CRYPTO, PADDING"
13768,474.672368,10.240.103.183,10.200.28.4,TCP,68,54648  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3972900689 TSecr=0 SACK_PERM
13788,475.048166,10.240.103.183,10.87.164.16,TCP,68,54649  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=1285188625 TSecr=0 SACK_PERM
13794,475.304498,10.240.103.183,10.196.65.32,TCP,68,54650  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3394117223 TSecr=0 SACK_PERM
13804,475.560786,10.240.103.183,10.160.29.21,TCP,68,54651  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=1422620008 TSecr=0 SACK_PERM
13805,475.594988,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13806,475.594991,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13808,475.632204,10.240.103.183,10.203.44.63,QUIC,1382,"Initial, DCID=444c4746127f591c, SCID=2fd990fbe0f7a61f, PKN: 1, CRYPTO, PADDING"
13810,475.674898,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13811,475.674901,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13813,475.707772,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13814,475.712556,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13823,475.814825,10.240.103.183,10.136.167.35,TCP,68,54652  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=4020562221 TSecr=0 SACK_PERM
13824,475.841907,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13837,476.169202,10.240.103.183,10.48.149.76,DNS,68,Standard query 0xd9ea AAAA mask.apple-dns.net
13838,476.169394,10.240.103.183,10.48.149.76,DNS,68,Standard query 0xadcc A mask.apple-dns.net
13851,476.308851,10.240.103.183,10.48.149.76,DNS,68,Standard query 0xe489 HTTPS mask-h2.icloud.com
13852,476.309025,10.240.103.183,10.48.149.76,DNS,68,Standard query 0xd417 AAAA mask-h2.icloud.com
13853,476.309157,10.240.103.183,10.48.149.76,DNS,68,Standard query 0x29f5 A mask-h2.icloud.com
13857,476.426713,10.240.103.183,10.179.187.50,QUIC,1382,"Initial, DCID=26fcc39e0fc0e529, SCID=9678a27a1feed2d2, PKN: 0, CRYPTO, PADDING"
13865,476.684273,10.240.103.183,10.237.215.137,QUIC,1382,"Initial, DCID=3277d380615d1fb0, SCID=d67bd5b463445d20, PKN: 0, CRYPTO, PADDING"
13878,476.941305,10.240.103.183,10.33.3.182,QUIC,1382,"Initial, DCID=398c30c487328cca, SCID=1755a0bf7051f3b4, PKN: 0, CRYPTO, PADDING"
13883,476.978978,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13884,476.97898,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13898,477.084892,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13899,477.084895,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13903,477.19786,10.240.103.183,10.225.11.199,QUIC,1382,"Initial, DCID=5af51a661711e287, SCID=6616f787252ac13c, PKN: 0, CRYPTO, PADDING"
13915,477.349882,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13916,477.349885,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13919,477.426968,10.240.103.183,10.179.187.50,QUIC,1382,"Initial, DCID=26fcc39e0fc0e529, SCID=9678a27a1feed2d2, PKN: 1, CRYPTO, PADDING"
13920,477.455409,10.240.103.183,10.164.2.89,QUIC,1382,"Initial, DCID=e181a44a0680395f, SCID=77ba0a49f03e44fc, PKN: 0, CRYPTO, PADDING"
13921,477.462826,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13922,477.462833,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13931,477.60186,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13932,477.601863,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13933,477.633711,10.240.103.183,10.203.44.63,QUIC,1382,"Initial, DCID=444c4746127f591c, SCID=2fd990fbe0f7a61f, PKN: 2, CRYPTO, PADDING"
13934,477.675884,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13935,477.675887,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13936,477.683382,10.240.103.183,10.237.215.137,QUIC,1382,"Initial, DCID=3277d380615d1fb0, SCID=d67bd5b463445d20, PKN: 1, CRYPTO, PADDING"
13938,477.711875,10.240.103.183,10.224.192.121,QUIC,1382,"Initial, DCID=1f703224712efa27, SCID=caffb292fa59365e, PKN: 0, CRYPTO, PADDING"
13939,477.714891,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13940,477.714893,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13952,477.853879,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13953,477.853881,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13955,477.944492,10.240.103.183,10.33.3.182,QUIC,1382,"Initial, DCID=398c30c487328cca, SCID=1755a0bf7051f3b4, PKN: 1, CRYPTO, PADDING"
13956,477.966839,10.240.103.183,10.130.2.228,QUIC,1382,"Initial, DCID=c5927482ffc914e5, SCID=3e75bb8b52c4552a, PKN: 0, CRYPTO, PADDING"
13957,477.988868,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13958,477.988871,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13965,478.012814,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13966,478.012816,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13968,478.093866,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13969,478.093869,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13972,478.201046,10.240.103.183,10.225.11.199,QUIC,1382,"Initial, DCID=5af51a661711e287, SCID=6616f787252ac13c, PKN: 1, CRYPTO, PADDING"
13973,478.237816,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13974,478.237818,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13976,478.351029,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13977,478.351031,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13980,478.458581,10.240.103.183,10.164.2.89,QUIC,1382,"Initial, DCID=e181a44a0680395f, SCID=77ba0a49f03e44fc, PKN: 1, CRYPTO, PADDING"
13981,478.490878,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13982,478.49088,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13998,478.599876,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
13999,478.599878,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14002,478.713747,10.240.103.183,10.224.192.121,QUIC,1382,"Initial, DCID=1f703224712efa27, SCID=caffb292fa59365e, PKN: 1, CRYPTO, PADDING"
14003,478.7178,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14004,478.717802,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14005,478.752741,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14006,478.752744,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14008,478.849883,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14009,478.849886,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14011,478.968725,10.240.103.183,10.130.2.228,QUIC,1382,"Initial, DCID=c5927482ffc914e5, SCID=3e75bb8b52c4552a, PKN: 1, CRYPTO, PADDING"
14024,479.009901,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14025,479.009904,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14030,479.356896,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14031,479.356899,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14032,479.42736,10.240.103.183,10.179.187.50,QUIC,1382,"Initial, DCID=26fcc39e0fc0e529, SCID=9678a27a1feed2d2, PKN: 2, CRYPTO, PADDING"
14039,479.602708,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14040,479.60271,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14042,479.685526,10.240.103.183,10.237.215.137,QUIC,1382,"Initial, DCID=3277d380615d1fb0, SCID=d67bd5b463445d20, PKN: 2, CRYPTO, PADDING"
14043,479.72385,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14044,479.723853,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14046,479.946669,10.240.103.183,10.33.3.182,QUIC,1382,"Initial, DCID=398c30c487328cca, SCID=1755a0bf7051f3b4, PKN: 2, CRYPTO, PADDING"
14047,479.983051,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14048,479.983053,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14066,480.124836,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
14067,480.124838,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
